IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
[GIN] 2021/12/10 - 12:15:00 | 204 |       541.5µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 200
[GIN] 2021/12/10 - 12:15:00 | 200 |     14.3053ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 204
[GIN] 2021/12/10 - 12:15:01 | 204 |       589.9µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 200
[GIN] 2021/12/10 - 12:15:01 | 200 |      6.0112ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: POST | Path: /users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh | StatusCode: 200
[GIN] 2021/12/10 - 12:15:16 | 200 |     24.8194ms |      172.22.0.1 | POST     "/users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
[GIN] 2021/12/10 - 12:15:20 | 204 |       664.4µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 200
[GIN] 2021/12/10 - 12:15:20 | 200 |       3.369ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 204
[GIN] 2021/12/10 - 12:15:21 | 204 |       441.3µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
